source;title;published_at;currencies;News value;full_news_url;description
The Block;Gemini, OKX, Crypto.com experienced ‘severe’ outflows as stablecoins see exodus: JPMorgan;2022-11-17T15:12:30Z;BTC,ETH,USDT;;https://cryptopanic.com/news/16924157/Gemini-OKX-Cryptocom-experienced-severe-outflows-as-stablecoins-see-exodus-JPMorgan;<p>Outflows accelerated from centralized crypto exchanges as contagion fears mount and the shrinking stablecoin market is a harbinger of the crypto exodus, according to the Wall Street firm. </p>
Co-founder of Ethereum;"RT @SpruceID: Now commencing phase one of the Bring-Your-Own-Data Revolution 

Introducing SSX - Self-Sovereign Anything - now the easiest…";2022-11-17T15:06:59Z;ETH;1;https://cryptopanic.com/news/16924100/RT-SpruceID-Now-commencing-phase-one-of-the-Bring-Your-Own-Data-Revolution-Introducing-SSX-Self-Sovereign-Anything-now-the-easiest;
Bitcoin Magazine;El Salvador To Buy One Bitcoin Every Day: President Bukele;2022-11-17T15:04:38Z;BTC;1;https://cryptopanic.com/news/16924108/El-Salvador-To-Buy-One-Bitcoin-Every-Day-President-Bukele;<p>El Salvador President Nayib Bukele yesterday announced the country would begin purchasing one bitcoin every day, starting today.</p>
CryptoSlate;Nexo set to launch their own non-custodial smart wallet;2022-11-17T15:00:54Z;ETH,NEXO,ENS;1;https://cryptopanic.com/news/16924112/Nexo-set-to-launch-their-own-non-custodial-smart-wallet;<p>Nexo is set to launch its own multifunctional, non-custodial, EVM-compatible smart wallet dubbed ‘The Nexo Wallet.’ This self-governed wallet will also function as an identity wallet, allowing users to use Non-Fungible Tokens (NFTs) and the Ethereum Name Service (ENS) to build up, and utilize the benefits of their self-governed Web3 profile. </p>
Feed - Cryptopotato.Com;BTC Miner Arkon Energy Secures a $28 Million Fundraiser to Boost Mining Capacity;2022-11-17T15:00:48Z;BTC;1;https://cryptopanic.com/news/16924113/BTC-Miner-Arkon-Energy-Secures-a-28-Million-Fundraiser-to-Boost-Mining-Capacity;<p>Arkon Energy purchased the Norwegian BTC miner Hydrokraft AS and completed a $28 million fundraiser.</p>
Live Bitcoin News;Binance Unveils New Crypto Miner Lending Pool;2022-11-17T15:00:24Z;BTC;-1;https://cryptopanic.com/news/16924062/Binance-Unveils-New-Crypto-Miner-Lending-Pool;<p>Binance – the world’s largest and most powerful digital currency exchange – is pulling back the curtain on a new $500 million crypto mining lending pool so miners and new projects have access to the funds and liquidity they’ll need to extract new units of crypto from the blockchain to be placed in circulation. Binance...</p>
CoinTelegraph;Heroic Story secures $6 million to build Web3 tabletop RPG world;2022-11-17T15:00:00Z;MATIC;0;https://cryptopanic.com/news/16924044/Heroic-Story-secures-6-million-to-build-Web3-tabletop-RPG-world;<p>The seed round was led by Upfront Ventures with participation from Multicoin Capital and Polygon Technology.</p>
CoinTelegraph;Australian firm raises $28M to expand Bitcoin mining capabilities;2022-11-17T15:00:00Z;BTC;1;https://cryptopanic.com/news/16924043/Australian-firm-raises-28M-to-expand-Bitcoin-mining-capabilities;<p>The Sydney-based Arkon Energy secured $28 million in a recent funding round to expand its renewable energy Bitcoin mining operations despite the volatile market.</p>
U.Today;First XRPL-Based USD Stablecoin (USDS) Launched with SEC-Qualified Custodian;2022-11-17T14:57:00Z;XRP;0;https://cryptopanic.com/news/16924069/First-XRPL-Based-USD-Stablecoin-USDS-Launched-with-SEC-Qualified-Custodian;<p>Stably Corporation has issued USD-backed stablecoin on XRP Ledger</p>
Trustnodes;El Salvador Doubles Down on Bitcoin;2022-11-17T14:56:16Z;BTC;1;https://cryptopanic.com/news/16924065/El-Salvador-Doubles-Down-on-Bitcoin;El Salvador will be buying one bitcoin a day, its president Nayib Bukele publicly said.
Blockworks;Grayscale Hoping for SEC Win, Others Say GBTC Needs To Act Faster;2022-11-17T14:50:40Z;BTC;0;https://cryptopanic.com/news/16925117/Grayscale-Hoping-for-SEC-Win-Others-Say-GBTC-Needs-To-Act-Faster;<p>If the SEC approves GBTC’s conversion to an ETF, Regulation M relief would be granted, but the firm could try for approval sooner</p>
BeInCrypto;Polygon (MATIC) Price 175% Above June Lows Despite Crypto Market Turmoil;2022-11-17T14:45:00Z;MATIC;0;https://cryptopanic.com/news/16924148/Polygon-MATIC-Price-175-Above-June-Lows-Despite-Crypto-Market-Turmoil;<p>The Polygon (MATIC) price is trading above the long-term $0.80 horizontal support area. However, a lack of conviction from the price action and RSI means the future direction of movement is unclear. </p>
U.Today;SOL and ETH Price Analysis for November 17;2022-11-17T14:23:00Z;ETH,SOL;0;https://cryptopanic.com/news/16923926/SOL-and-ETH-Price-Analysis-for-November-17;<p>Have popular cryptocurrencies found their local bottoms?</p>
CoinTelegraph;Binance, OKX and Bybit suspend USDT and USDC deposits on Solana;2022-11-17T14:08:28Z;USDT,USDC,SOL,FTT;-1;https://cryptopanic.com/news/16923866/Binance-OKX-and-Bybit-suspend-USDT-and-USDC-deposits-on-Solana;<p>The SOL cryptocurrency continues crashing amid the FTX crisis, plummeting 7% on the news of exchanges halting deposits of Solana-based stablecoins.</p>
CoinTelegraph;Ethereum Climate Platform launches to address the network’s prior PoW emissions;2022-11-17T14:00:00Z;ETH;1;https://cryptopanic.com/news/16923766/Ethereum-Climate-Platform-launches-to-address-the-networks-prior-PoW-emissions;<p>Ethereum co-founder Joseph Lubin said that while the Merge set a high standard for climate mitigation, the crisis still requires more radical change.</p>
NewsBTC;"Bitcoin Bulls And Bears Tussle As Price Stalls At 16,500; Who Will Come Top?";2022-11-17T13:59:19Z;BTC,ETH,DOGE,FTT;0;https://cryptopanic.com/news/16923782/Bitcoin-Bulls-And-Bears-Tussle-As-Price-Stalls-At-16500-Who-Will-Come-Top;"<p>BTC&#8217;s price lost its all-time high of $18,000 as FTX fiascos continued to affect its price.&#160; &#160;BTC&#8217;s price continues to look bearish with the market&#8217;s current state, as things look uncertain for most traders and investors.&#160; BTC&#8217;s price bounces from a low of $15,500 on the daily timeframe as the price moves in a range below the 50 Exponential Moving Average (EMA) The price action displayed by...</p></body></html>"
NewsBTC;"Bitcoin Bulls And Bears Tussle As Price Stalls At 16,500; Who Will Come Top?";2022-11-17T13:59:19Z;BTC,ETH,DOGE,FTT;0;https://cryptopanic.com/news/16924432/Bitcoin-Bulls-And-Bears-Tussle-As-Price-Stalls-At-16500-Who-Will-Come-Top;"<p>BTC&#8217;s price lost its all-time high of $18,000 as FTX fiascos continued to affect its price.&#160; &#160;BTC&#8217;s price continues to look bearish with the market&#8217;s current state, as things look uncertain for most traders and investors.&#160; BTC&#8217;s price bounces from a low of $15,500 on the daily timeframe as the price moves in a range below the 50 Exponential Moving Average (EMA) The price action displayed by...</p></body></html>"
Bitcoinist;Ripple CEO Garlinghouse Unveils Massive Milestones At Swell Conference;2022-11-17T13:50:10Z;XRP;1;https://cryptopanic.com/news/16923765/Ripple-CEO-Garlinghouse-Unveils-Massive-Milestones-At-Swell-Conference;<p>Amid FTX contagion fears and the legal battle with the US Securities and Exchange Commission, Ripple Labs is currently hosting its Swell Global conference in London. Yesterday’s first day featured CEO Brad Garlinghouse (“BG”), among others, speaking about the massive progress made recently. Garlinghouse said on stage that he believes the crypto industry will emerge […]</p>
Bitcoin.com;Bitcoin, Ethereum Technical Analysis: BTC, ETH Decline as USD Strengthens Following Retail Sales Data;2022-11-17T13:45:26Z;BTC,ETH;-1;https://cryptopanic.com/news/16923747/Bitcoin-Ethereum-Technical-Analysis-BTC-ETH-Decline-as-USD-Strengthens-Following-Retail-Sales-Data;Bitcoin was in the red for a second consecutive session, as markets continued to digest the latest U.S. retail sales figures. Sales rose by more than expected in October, coming in at 1.3%, versus expectations of a 1% increase. The result fueled market belief that the U.S Federal Reserve will now pivot its policy. Ethereum […]
U.Today;Binance Halts Deposits of Solana-based USDT and USDC;2022-11-17T13:32:56Z;USDT,USDC;-1;https://cryptopanic.com/news/16923712/Binance-Halts-Deposits-of-Solana-based-USDT-and-USDC;<p>Binance and BitMEX have moved to halt the deposits of Solana-based USDT and USDC while OKX went as far as delisting them</p>
The Block;Binance halts Solana-based USDC and USDT deposits, in line with rivals;2022-11-17T13:31:19Z;USDT,USDC;-1;https://cryptopanic.com/news/16923710/Binance-halts-Solana-based-USDC-and-USDT-deposits-in-line-with-rivals;<p>The announcement from the largest crypto exchange by trading volume comes after rival OKX announced it will delist both USDC and USDT on Solana.</p>
Blockworks;Dollar-cost Averaging Bitcoin Would’ve Saved El Salvador $18M;2022-11-17T13:11:51Z;BTC;0;https://cryptopanic.com/news/16924851/Dollar-cost-Averaging-Bitcoin-Wouldve-Saved-El-Salvador-18M;<p>El Salvador President Nayib Bukele says he’s buying one bitcoin every day from here on in</p>
Cryptonews;XRP Price Prediction as XRP Becomes 7th Biggest Cryptocurrency in the World, Top 3 Soon?;2022-11-17T13:02:00Z;XRP;1;https://cryptopanic.com/news/16923589/XRP-Price-Prediction-as-XRP-Becomes-7th-Biggest-Cryptocurrency-in-the-World-Top-3-Soon;"<p>XRP price is far from untangling from the sell-off triggered by the FTX crypto crash. However, bulls seem to hold firmly to a support established at $0.3500. As highlighted in the eight-hour time frame chart, XRP has tapped into a crucial demand area. Here's where it's headed next....<br>
Read More: XRP Price Prediction as XRP Becomes 7th Biggest Cryptocurrency in the World, Top 3 Soon?</p>"
Feed - Cryptopotato.Com;Telegram to Receive $10M for TON Blockchain Effort;2022-11-17T13:00:24Z;TON;1;https://cryptopanic.com/news/16923536/Telegram-to-Receive-10M-for-TON-Blockchain-Effort;<p>The Open Network (TON) ecosystem secured a backer in the form of digital asset market maker, DWF Labs.</p>
Live Bitcoin News;Gary Gensler Wants More Crypto Control After FTX Debacle;2022-11-17T13:00:14Z;BTC,FTT;0;https://cryptopanic.com/news/16923540/Gary-Gensler-Wants-More-Crypto-Control-After-FTX-Debacle;"<p>The drama behind the now failing digital currency exchange FTX is getting larger, and it’s giving Gary Gensler – the man behind the Securities and Exchange Commission (SEC) an excuse to deepen his involvement. Gary Gensler Wants Higher SEC Involvement FTX was, at one point, one of the largest and most popular digital currency exchanges out there....</p>
"
Brave New Coin;Sensorium Teams Up With Polygon Studios To Accelerate The Development And Adoption Of Web3 Projects;2022-11-17T13:00:00Z;MATIC;1;https://cryptopanic.com/news/16924682/Sensorium-Teams-Up-With-Polygon-Studios-To-Accelerate-The-Development-And-Adoption-Of-Web3-Projects;<p>Sensorium, the company behind the industry-leading Sensorium Galaxy metaverse, is pleased to announce that it is entering into a collaboration agreement with Polygon Studios.</p>
Bitcoin Magazine;Scarce City Launches Bitcoin ECommerce Platform SatsCrap;2022-11-17T13:00:00Z;BTC;1;https://cryptopanic.com/news/16923527/Scarce-City-Launches-Bitcoin-ECommerce-Platform-SatsCrap;<p>The marketplace lets users buy and list any legal products in return for bitcoin and is running a holiday promotion until November 28.</p>
U.Today;Hundreds of Millions of XRP Moved from Binance, Here's What Happened Here;2022-11-17T12:58:00Z;XRP;0;https://cryptopanic.com/news/16923551/Hundreds-of-Millions-of-XRP-Moved-from-Binance-Heres-What-Happened-Here;<p>Staggering amount of XRP has been transferred from largest crypto exchange by anonymous holders</p>
The Daily Hodl;Macro Guru Raoul Pal Says One of Ethereum’s Top Rivals Reminds Him of When ETH Was Down 97% in 2018;2022-11-17T12:45:25Z;ETH,SOL;1;https://cryptopanic.com/news/16923510/Macro-Guru-Raoul-Pal-Says-One-of-Ethereums-Top-Rivals-Reminds-Him-of-When-ETH-Was-Down-97-in-2018;<p>Former Goldman Sachs executive Raoul Pal says one of Ethereum’s (ETH) top rivals offers a big opportunity to investors after a price fall. In a new strategy session video, the macro guru tells his 52,800 Youtube subscribers that Solana (SOL) has a lot working in its favor to ignite an eventual bull run. Pal says […]</p>
Finbold;Bitcoin price rally in store? BTC creates largest-ever descending broadening wedge;2022-11-17T12:39:16Z;BTC;0;https://cryptopanic.com/news/16923492/Bitcoin-price-rally-in-store-BTC-creates-largest-ever-descending-broadening-wedge;"<p>After a difficult couple of weeks for the cryptocurrency market, which witnessed a dramatic price collapse of most of its … Continued</p>
"
CryptoSlate;FTX collapse sees Bitcoin, Ethereum to be shorted the second and third-most amount;2022-11-17T12:00:29Z;ETH;0;https://cryptopanic.com/news/16923393/FTX-collapse-sees-Bitcoin-Ethereum-to-be-shorted-the-second-and-third-most-amount;"<p>On-chain data shows that (BTC) is currently the third-most shorted cryptocurrency ever, while (ETH) stands as the second-most shorted. </p>
"
CoinTelegraph;FTX acquisition no more: Canadian exchange Bitvo backs off the deal;2022-11-17T11:55:43Z;BTC,FTT;-1;https://cryptopanic.com/news/16923392/FTX-acquisition-no-more-Canadian-exchange-Bitvo-backs-off-the-deal;<p>Bitvo has managed to back off its acquisition agreement with FTX exchange thanks to long approval process of the deal from local regulators.</p>
U.Today;This Token Shows Best Price Action on Polygon After 18% Daily Surge;2022-11-17T11:53:00Z;MATIC;1;https://cryptopanic.com/news/16923367/This-Token-Shows-Best-Price-Action-on-Polygon-After-18-Daily-Surge;<p>Best performer of last few days on Polygon blockchain is revealed: details</p>
CryptoSlate;Who sold the most BTC in the aftermath of the FTX collapse? 10yr holders sell at highest ever rate;2022-11-17T11:30:31Z;BTC;0;https://cryptopanic.com/news/16923305/Who-sold-the-most-BTC-in-the-aftermath-of-the-FTX-collapse-10yr-holders-sell-at-highest-ever-rate;"<p>Aside from wiping out billions from the global market cap, the collapse of FTX also wiped out the confidence of even the most convinced Bitcoin holders. </p>
"
AMBCrypto;Chiliz: Decoding the reason behind CHZ’s unprecedented price hike;2022-11-17T11:30:02Z;CHZ;1;https://cryptopanic.com/news/16923304/Chiliz-Decoding-the-reason-behind-CHZs-unprecedented-price-hike;Chiliz CEO reveals what it will take for the perfect marriage between blockchain and the sports industry. Investors can expect something interesting from CHZ’s performance in the coming month. Chiliz has seen a return of investors’ interest in its native cryptocurrency CHZ, thanks to its involvement with sports tokens. Especially, now that it is FIFA […]
BeInCrypto;El Salvador Trolls Crypto Critics and Vows to Keep on Buying Bitcoin;2022-11-17T11:30:00Z;BTC;1;https://cryptopanic.com/news/16923336/El-Salvador-Trolls-Crypto-Critics-and-Vows-to-Keep-on-Buying-Bitcoin;<p>El Salvador President Nayib Bukele announced that the country would start buying Bitcoin on a daily basis from November 18.</p>
Decrypt;El Salvador to Start Buying 1 Bitcoin Every Day Says President Bukele;2022-11-17T11:07:12Z;BTC;1;https://cryptopanic.com/news/16923275/El-Salvador-to-Start-Buying-1-Bitcoin-Every-Day-Says-President-Bukele;<p>El Salvador will reportedly begin buying one Bitcoin every day, according to the country's president Nayib Bukele.</p>
Cryptonews;Binance Coin Price Prediction as BNB Turns Green for the Week – Time to Buy?;2022-11-17T11:01:00Z;BNB;0;https://cryptopanic.com/news/16923248/Binance-Coin-Price-Prediction-as-BNB-Turns-Green-for-the-Week-Time-to-Buy;"<p>The price of Binance coin (BNB) has fallen to $266.46 today, representing a 2.5% drop in 24 hours. However, its current level marks a slight rise of 1% for the last seven days, with the exchange utility token having been affected by the ongoing FTX collapse....<br>
Read More: Binance Coin Price Prediction as BNB Turns Green for the Week – Time to Buy?</p>"
U.Today;Dogecoin Founder Reveals Why He Does Not Want to Work for Elon Musk;2022-11-17T10:54:00Z;DOGE;0;https://cryptopanic.com/news/16923217/Dogecoin-Founder-Reveals-Why-He-Does-Not-Want-to-Work-for-Elon-Musk;<p>Co-creator of DOGE reveals if he knows Elon Musk personally and why he does not want to work for Twitter under his lead</p>
Bitcoinist;LABITCONF Chronicles, Day 1: Meeting People Is Easy. Football Is Everywhere;2022-11-17T10:47:49Z;BTC;0;https://cryptopanic.com/news/16923191/LABITCONF-Chronicles-Day-1-Meeting-People-Is-Easy-Football-Is-Everywhere;<p>Remember LABITCONF 2022? It seems like so long ago, but it was just last weekend. That’s how fast the crypto world is moving at the moment. Not a second to rest. Our LABITCONF chronicles started with this introduction and progressed with this boxing match. It’s time to write about the conference itself, and for that, […]</p>
Decrypt;Bankrupt Compute North Sells $1.55M in Assets to Flared-Gas Bitcoin Miner;2022-11-17T10:44:00Z;BTC;0;https://cryptopanic.com/news/16923195/Bankrupt-Compute-North-Sells-155M-in-Assets-to-Flared-Gas-Bitcoin-Miner;<p>Crusoe Energy is scooping up some of Compute North’s assets following the latter’s bankruptcy filing back in September.</p>
Cryptonews;South Korean Crypto Exchange Gopax Services Hit by Genesis Disruption;2022-11-17T10:43:00Z;BTC;0;https://cryptopanic.com/news/16923194/South-Korean-Crypto-Exchange-Gopax-Services-Hit-by-Genesis-Disruption;"<p>Crypto chaos is finally taking its toll on South Korean exchanges &#8211; with the crypto investment bank Genesis&#8217; decision to pause redemptions and new loan offerings earlier this week disrupting services on the Gopax trading platform. <br>
Platforms in the nation have &#8211; until very recently &#8211; appeared impervious to the ripple effects of the collapse of FTX due in part to the fact that they do not...</p></body></html>"
U.Today;XRP Makes More and More Sense Now: David Gokhshtein;2022-11-17T10:25:00Z;XRP;1;https://cryptopanic.com/news/16923152/XRP-Makes-More-and-More-Sense-Now-David-Gokhshtein;<p>Amid ongoing crisis, Ripple has disclosed its expansion</p>
CryptoSlate;President Bukele reveals El Salvador will buy 1 Bitcoin daily;2022-11-17T10:16:53Z;BTC;1;https://cryptopanic.com/news/16923115/President-Bukele-reveals-El-Salvador-will-buy-1-Bitcoin-daily;<p>President Nayib Bukele announced that El Salvador would buy 1 Bitcoin (BTC) daily starting November 18. </p>
The Daily Hodl;Ethereum-Based Altcoin Explodes 130% in Matter of Days – Here’s the Catalyst According to Crypto Analytics Firm Santiment;2022-11-17T10:15:22Z;ETH;1;https://cryptopanic.com/news/16923125/Ethereum-Based-Altcoin-Explodes-130-in-Matter-of-Days-Heres-the-Catalyst-According-to-Crypto-Analytics-Firm-Santiment;<p>The crypto analytics firm Santiment is breaking down why one decentralized exchange (DEX) altcoin took off amid the broader crypto downturn. The governance token of the dYdX (DYDX) DEX hit a low of $1.19 on November 9th and a high of $2.78 on 14th November, a 133% increase. The 102nd-ranked crypto asset by market cap […]</p>
U.Today;XRP Standard to Be Used by Major Commonwealth Bank: Details;2022-11-17T10:01:00Z;XRP;1;https://cryptopanic.com/news/16923081/XRP-Standard-to-Be-Used-by-Major-Commonwealth-Bank-Details;<p>Australian CommBank announces migration to XRP standard of payments</p>
CoinTelegraph;Trust Wallet launches browser extension, integrates with Binance Pay and Coinbase Pay;2022-11-17T09:48:48Z;BTC,TWT;1;https://cryptopanic.com/news/16922431/Trust-Wallet-launches-browser-extension-integrates-with-Binance-Pay-and-Coinbase-Pay;<p>The new browser extension lets users store, send and receive crypto across all EVM chains and Solana. </p>
Feed - Cryptopotato.Com;Bitcoin Unable to Conquer $17K, Trust Wallet’s TWT Soars 100% Weekly (Market Watch);2022-11-17T09:47:44Z;BTC,TWT;0;https://cryptopanic.com/news/16922449/Bitcoin-Unable-to-Conquer-17K-Trust-Wallets-TWT-Soars-100-Weekly-Market-Watch;<p>The integration with Binance Pay and Coinbase Pay, as well as CZ's positive words, have pushed TWT a lot higher.</p>
ZyCrypto;These Price Levels Are Critical For Bitcoin As The Crypto Contagion Hits Broader Markets;2022-11-17T09:45:29Z;BTC;0;https://cryptopanic.com/news/16922796/These-Price-Levels-Are-Critical-For-Bitcoin-As-The-Crypto-Contagion-Hits-Broader-Markets;"<p>Although Bitcoin correlates with the US stock market, it behaved differently in the past week. A drop and &#8220;strong close&#8221; below the $18,500 multi-year support has...</p></body></html>"
BeInCrypto;Nobody Knows When Ethereum Stakers Will Be Able to Withdraw Their ETH;2022-11-17T09:45:00Z;ETH,XCN;0;https://cryptopanic.com/news/16923112/Nobody-Knows-When-Ethereum-Stakers-Will-Be-Able-to-Withdraw-Their-ETH;"<p>Following the Ethereum Merge, staking ETH became a key component of the blockchain. However, the timeframe in which stakers would be able to withdraw has been completely obfuscated.</p>
"
CoinTelegraph;US crypto exchanges lead Bitcoin exodus: Over $1.5B in BTC withdrawn in one week;2022-11-17T09:36:23Z;BTC,FTT;-1;https://cryptopanic.com/news/16922181/US-crypto-exchanges-lead-Bitcoin-exodus-Over-15B-in-BTC-withdrawn-in-one-week;<p>Cold feet are in charge as exchange users continue to move Bitcoin from exchanges to non-custodial wallets.</p>
Forkast.News;Ripple gets support from Blockchain Association in XRP lawsuit against SEC;2022-11-17T09:31:54Z;XRP;1;https://cryptopanic.com/news/16922201/Ripple-gets-support-from-Blockchain-Association-in-XRP-lawsuit-against-SEC;U.S. lobby group Blockchain Association, along with other institutions and firms, have formally filed amici briefs to support Ripple Labs Inc. in the ongoing lawsuit between the U.S. SEC and Ripple.
Finbold;Someone paid over $500,000 for ‘DOGE’ username on Telegram;2022-11-17T09:30:51Z;DOGE;0;https://cryptopanic.com/news/16922200/Someone-paid-over-500000-for-DOGE-username-on-Telegram;<p>Among the 10 most expensive Telegram usernames sold on Fragment, one stands out for a particular reason – it is … Continued</p>
Forkast.News;Markets: Bitcoin, Ether fall along with top 10 cryptos, led by Polygon’s Matic;2022-11-17T09:25:17Z;BTC;-1;https://cryptopanic.com/news/16921949/Markets-Bitcoin-Ether-fall-along-with-top-10-cryptos-led-by-Polygons-Matic;Bitcoin fell during Wednesday afternoon trading in Asia along with all other top 10 cryptocurrencies, excluding stablecoins, led by declines in Polygon’s Matic.
ZyCrypto;$2.8B Crypto-Focused Lending Firm Genesis Halts Withdrawals Fearing A FTX-Induced Bank Run;2022-11-17T09:21:40Z;BTC;0;https://cryptopanic.com/news/16921967/28B-Crypto-Focused-Lending-Firm-Genesis-Halts-Withdrawals-Fearing-A-FTX-Induced-Bank-Run;Genesis Global Capital, the crypto lending unit for crypto investment bank Genesis Trading has decided to halt withdrawals in the wake of the FTX collapse. On Wednesday morning, Genesis held a 7-minute call with customers informing them that withdrawal requests for Genesis Capital had exceeded their liquidity capital. In a follow-up announcement via Twitter, the […]
CryptoGlobe;A Bitcoin a Day Could Be Just the Medicine That El Salvador Needs;2022-11-17T09:20:49Z;BTC;0;https://cryptopanic.com/news/16921923/A-Bitcoin-a-Day-Could-Be-Just-the-Medicine-That-El-Salvador-Needs;<p>On Thursday (17 November 2022), Nayib Bukele, the president of central American nation El Salvador, announced his country’s new Bitcoin acquisition strategy.   As you may know, on 5 June 2021, Zap Solutions (a Bitcoin payments startup that uses the Lightning Network) Founder and CEO Jack Mallers announced at Miami’s Bitcoin 2021 conference that El […]</p>
Bitcoin.com;6,522 ‘Sleeping Bitcoins’ Worth $107 Million Wake Up After 5 Years of Inactivity;2022-11-17T09:00:25Z;BTC;0;https://cryptopanic.com/news/16921445/6522-Sleeping-Bitcoins-Worth-107-Million-Wake-Up-After-5-Years-of-Inactivity;On Nov. 16, 2022, at Bitcoin block height 763,474, someone transferred 6,522 bitcoin worth roughly $107 million after the coins sat idle for more than five years. While bitcoin’s value is 75% lower than it was a year ago, so-called sleeping bitcoins have been waking up amid the recent crypto market capitulation. While Bitcoin’s Price […]
Ref Finance Twitter;"RT @Near_Coverage: Ref Finance is the top DEX on @NEARProtocol. Below is the top stable pool on @finance_ref.



#NEAR $NEAR";2022-11-17T08:47:17Z;REF,NEAR;0;https://cryptopanic.com/news/16921123/RT-Near_Coverage-Ref-Finance-is-the-top-DEX-on-NEARProtocol-Below-is-the-top-stable-pool-on-finance_ref-NEAR-NEAR;
NewsBTC;Ethereum Price Showing Early Signs of Fresh Drop, But This Support Is Key;2022-11-17T08:35:27Z;ETH;-1;https://cryptopanic.com/news/16921244/Ethereum-Price-Showing-Early-Signs-of-Fresh-Drop-But-This-Support-Is-Key;"<div><p>Ethereum failed to clear the $1,300 resistance zone against the US Dollar. ETH remains at a risk of more losses if there is a break below the $1,170 support zone.</p>

Ethereum is facing resistance near the $1,250 and $1,280 levels.
The price is now trading below $1,240 and the 100 hourly simple moving average.
There is a major bearish trend line forming with resistance near $1,245 on the...</div></html>"
NewsBTC;Ethereum Price Showing Early Signs of Fresh Drop, But This Support Is Key;2022-11-17T08:35:27Z;ETH;-1;https://cryptopanic.com/news/16924434/Ethereum-Price-Showing-Early-Signs-of-Fresh-Drop-But-This-Support-Is-Key;"<div><p>Ethereum failed to clear the $1,300 resistance zone against the US Dollar. ETH remains at a risk of more losses if there is a break below the $1,170 support zone.</p>

Ethereum is facing resistance near the $1,250 and $1,280 levels.
The price is now trading below $1,240 and the 100 hourly simple moving average.
There is a major bearish trend line forming with resistance near $1,245 on the...</div></html>"
NewsBTC;Bitcoin Price Trends Below $17,000, What’s Ahead For The Crypto King?;2022-11-17T08:30:30Z;BTC,XRP;0;https://cryptopanic.com/news/16924435/Bitcoin-Price-Trends-Below-17000-Whats-Ahead-For-The-Crypto-King;"<div><p>The Bitcoin and crypto market has been volatile for most of 2022. Judging from the prolonged bear market, most experts were optimistic that it was close to an exit point. However, recent trends in the crypto world and macro-financial activities have prolonged the downtrend.</p>
<p>The feds&#8217; rate hike continues to affect crypto assets adversely. XRP&#8217;s case with the SEC also has hurt crypto...</p></div></html>"
NewsBTC;Bitcoin Price Trends Below $17,000, What’s Ahead For The Crypto King?;2022-11-17T08:30:30Z;BTC,XRP;0;https://cryptopanic.com/news/16921245/Bitcoin-Price-Trends-Below-17000-Whats-Ahead-For-The-Crypto-King;"<div><p>The Bitcoin and crypto market has been volatile for most of 2022. Judging from the prolonged bear market, most experts were optimistic that it was close to an exit point. However, recent trends in the crypto world and macro-financial activities have prolonged the downtrend.</p>
<p>The feds&#8217; rate hike continues to affect crypto assets adversely. XRP&#8217;s case with the SEC also has hurt crypto...</p></div></html>"
NewsBTC;A Large Number of Bitcoin Retail Investors Incur Losses, BIS Study Reveals;2022-11-17T08:27:33Z;BTC;-1;https://cryptopanic.com/news/16921246/A-Large-Number-of-Bitcoin-Retail-Investors-Incur-Losses-BIS-Study-Reveals;"<div><p>The BIS (Bank of International Settlements) is a Switzerland-based bank belonging to 63 national central financial institutions that recently revealed a new survey based on Bitcoin.</p>
<p>Primarily, the BIS offers various banking services to several national central banks. Also, it creates a platform for regulatory policies and monetary discussions. The organization also delivers analysis...</p></div></html>"
NewsBTC;A Large Number of Bitcoin Retail Investors Incur Losses, BIS Study Reveals;2022-11-17T08:27:33Z;BTC;-1;https://cryptopanic.com/news/16924436/A-Large-Number-of-Bitcoin-Retail-Investors-Incur-Losses-BIS-Study-Reveals;"<div><p>The BIS (Bank of International Settlements) is a Switzerland-based bank belonging to 63 national central financial institutions that recently revealed a new survey based on Bitcoin.</p>
<p>Primarily, the BIS offers various banking services to several national central banks. Also, it creates a platform for regulatory policies and monetary discussions. The organization also delivers analysis...</p></div></html>"
NewsBTC;Bitcoin Price Resists But Breaking This Resistance Could Encourage Bulls;2022-11-17T08:23:18Z;BTC;0;https://cryptopanic.com/news/16924437/Bitcoin-Price-Resists-But-Breaking-This-Resistance-Could-Encourage-Bulls;"<div><p>Bitcoin price is struggling to clear the $17,000 resistance zone. BTC must stay above $16,000 to avoid more losses in the near term.</p>

Bitcoin is still consolidating above the $16,350 and $16,000 support levels.
The price is trading just above $16,500 and the 100 hourly simple moving average.
There is a major bearish trend line forming with resistance near $16,750 on the hourly chart of the...</div></html>"
CoinTelegraph;Nayib Bukele announces Bitcoin prescription for El Salvador: 1 BTC a day;2022-11-17T08:04:36Z;BTC;1;https://cryptopanic.com/news/16920005/Nayib-Bukele-announces-Bitcoin-prescription-for-El-Salvador-1-BTC-a-day;<p>El Salvador currently holds 2,381 BTC with a total investment of $103 million, the value of its BTC investment has declined to $39.4 million in the current market conditions.</p>
